"knr","kname","month","age","unemp"
"2176","1108","Sandnes","2000M04","15-29 years",NA
"2177","1108","Sandnes","2000M05","15-29 years",NA
"2178","1108","Sandnes","2000M06","15-29 years",NA
"2179","1108","Sandnes","2000M07","15-29 years",NA
"2180","1108","Sandnes","2000M08","15-29 years",NA
"2181","1108","Sandnes","2000M09","15-29 years",NA
"2182","1108","Sandnes","2000M10","15-29 years",NA
"2183","1108","Sandnes","2000M11","15-29 years",NA
"2184","1108","Sandnes","2000M12","15-29 years",NA
"2185","1108","Sandnes","2001M01","15-29 years",NA
"2186","1108","Sandnes","2001M02","15-29 years",NA
"2187","1108","Sandnes","2001M03","15-29 years",NA
"2188","1108","Sandnes","2001M04","15-29 years",NA
"2189","1108","Sandnes","2001M05","15-29 years",NA
"2190","1108","Sandnes","2001M06","15-29 years",NA
"2191","1108","Sandnes","2001M07","15-29 years",NA
"2192","1108","Sandnes","2001M08","15-29 years",NA
"2193","1108","Sandnes","2001M09","15-29 years",NA
"2194","1108","Sandnes","2001M10","15-29 years",NA
"2195","1108","Sandnes","2001M11","15-29 years",NA
"2196","1108","Sandnes","2001M12","15-29 years",NA
"2197","1108","Sandnes","2002M01","15-29 years",NA
"2198","1108","Sandnes","2002M02","15-29 years",NA
"2199","1108","Sandnes","2002M03","15-29 years",NA
"2200","1108","Sandnes","2002M04","15-29 years",NA
"2201","1108","Sandnes","2002M05","15-29 years",NA
"2202","1108","Sandnes","2002M06","15-29 years",NA
"2203","1108","Sandnes","2002M07","15-29 years",NA
"2204","1108","Sandnes","2002M08","15-29 years",NA
"2205","1108","Sandnes","2002M09","15-29 years",NA
"2206","1108","Sandnes","2002M10","15-29 years",NA
"2207","1108","Sandnes","2002M11","15-29 years",NA
"2208","1108","Sandnes","2002M12","15-29 years",NA
"2209","1111","Sokndal","1999M01","15-74 years",2.7
"2210","1111","Sokndal","1999M02","15-74 years",2.2
"2211","1111","Sokndal","1999M03","15-74 years",2.6
"2212","1111","Sokndal","1999M04","15-74 years",2.1
"2213","1111","Sokndal","1999M05","15-74 years",1.6
"2214","1111","Sokndal","1999M06","15-74 years",2
"2215","1111","Sokndal","1999M07","15-74 years",2.3
"2216","1111","Sokndal","1999M08","15-74 years",2.4
"2217","1111","Sokndal","1999M09","15-74 years",1.9
"2218","1111","Sokndal","1999M10","15-74 years",2
"2219","1111","Sokndal","1999M11","15-74 years",2
"2220","1111","Sokndal","1999M12","15-74 years",2
"2221","1111","Sokndal","2000M01","15-74 years",2.8
"2222","1111","Sokndal","2000M02","15-74 years",3.7
"2223","1111","Sokndal","2000M03","15-74 years",3.3
"2224","1111","Sokndal","2000M04","15-74 years",2.7
"2225","1111","Sokndal","2000M05","15-74 years",2.4
"2226","1111","Sokndal","2000M06","15-74 years",3.7
"2227","1111","Sokndal","2000M07","15-74 years",4.4
"2228","1111","Sokndal","2000M08","15-74 years",4.4
"2229","1111","Sokndal","2000M09","15-74 years",4.4
"2230","1111","Sokndal","2000M10","15-74 years",4.3
"2231","1111","Sokndal","2000M11","15-74 years",4.4
"2232","1111","Sokndal","2000M12","15-74 years",4.5
"2233","1111","Sokndal","2001M01","15-74 years",4.3
"2234","1111","Sokndal","2001M02","15-74 years",4.1
"2235","1111","Sokndal","2001M03","15-74 years",3.9
"2236","1111","Sokndal","2001M04","15-74 years",3.7
"2237","1111","Sokndal","2001M05","15-74 years",3.5
"2238","1111","Sokndal","2001M06","15-74 years",3.3
"2239","1111","Sokndal","2001M07","15-74 years",3
"2240","1111","Sokndal","2001M08","15-74 years",3.2
"2241","1111","Sokndal","2001M09","15-74 years",3.4
"2242","1111","Sokndal","2001M10","15-74 years",2.8
"2243","1111","Sokndal","2001M11","15-74 years",3.3
"2244","1111","Sokndal","2001M12","15-74 years",3.9
"2245","1111","Sokndal","2002M01","15-74 years",4.5
"2246","1111","Sokndal","2002M02","15-74 years",4.2
"2247","1111","Sokndal","2002M03","15-74 years",3.7
"2248","1111","Sokndal","2002M04","15-74 years",3
"2249","1111","Sokndal","2002M05","15-74 years",2.7
"2250","1111","Sokndal","2002M06","15-74 years",2.7
"2251","1111","Sokndal","2002M07","15-74 years",3.7
"2252","1111","Sokndal","2002M08","15-74 years",3.4
"2253","1111","Sokndal","2002M09","15-74 years",3
"2254","1111","Sokndal","2002M10","15-74 years",3.4
"2255","1111","Sokndal","2002M11","15-74 years",3.9
"2256","1111","Sokndal","2002M12","15-74 years",4.1
"2257","1111","Sokndal","1999M01","15-29 years",5
"2258","1111","Sokndal","1999M02","15-29 years",3.8
"2259","1111","Sokndal","1999M03","15-29 years",5
"2260","1111","Sokndal","1999M04","15-29 years",4.3
"2261","1111","Sokndal","1999M05","15-29 years",3.8
"2262","1111","Sokndal","1999M06","15-29 years",4.3
"2263","1111","Sokndal","1999M07","15-29 years",4.3
"2264","1111","Sokndal","1999M08","15-29 years",5.3
"2265","1111","Sokndal","1999M09","15-29 years",3.8
"2266","1111","Sokndal","1999M10","15-29 years",4.3
"2267","1111","Sokndal","1999M11","15-29 years",4.8
"2268","1111","Sokndal","1999M12","15-29 years",5.5
"2269","1111","Sokndal","2000M01","15-29 years",5.9
"2270","1111","Sokndal","2000M02","15-29 years",5.9
"2271","1111","Sokndal","2000M03","15-29 years",7.2
"2272","1111","Sokndal","2000M04","15-29 years",6.1
"2273","1111","Sokndal","2000M05","15-29 years",5.9
"2274","1111","Sokndal","2000M06","15-29 years",9
"2275","1111","Sokndal","2000M07","15-29 years",9.2
"2276","1111","Sokndal","2000M08","15-29 years",9
"2277","1111","Sokndal","2000M09","15-29 years",7.9
"2278","1111","Sokndal","2000M10","15-29 years",7.9
"2279","1111","Sokndal","2000M11","15-29 years",9
"2280","1111","Sokndal","2000M12","15-29 years",9
"2281","1111","Sokndal","2001M01","15-29 years",9.2
"2282","1111","Sokndal","2001M02","15-29 years",7.6
"2283","1111","Sokndal","2001M03","15-29 years",7.6
"2284","1111","Sokndal","2001M04","15-29 years",6.8
"2285","1111","Sokndal","2001M05","15-29 years",5.8
"2286","1111","Sokndal","2001M06","15-29 years",6.6
"2287","1111","Sokndal","2001M07","15-29 years",4.7
"2288","1111","Sokndal","2001M08","15-29 years",5.3
"2289","1111","Sokndal","2001M09","15-29 years",5.5
"2290","1111","Sokndal","2001M10","15-29 years",5
"2291","1111","Sokndal","2001M11","15-29 years",5
"2292","1111","Sokndal","2001M12","15-29 years",7.1
"2293","1111","Sokndal","2002M01","15-29 years",7.9
"2294","1111","Sokndal","2002M02","15-29 years",7.1
"2295","1111","Sokndal","2002M03","15-29 years",5.5
"2296","1111","Sokndal","2002M04","15-29 years",3.7
"2297","1111","Sokndal","2002M05","15-29 years",3.2
"2298","1111","Sokndal","2002M06","15-29 years",2.9
"2299","1111","Sokndal","2002M07","15-29 years",5.5
"2300","1111","Sokndal","2002M08","15-29 years",4
"2301","1111","Sokndal","2002M09","15-29 years",3.4
"2302","1111","Sokndal","2002M10","15-29 years",3.4
"2303","1111","Sokndal","2002M11","15-29 years",3.4
"2304","1111","Sokndal","2002M12","15-29 years",2.6
"2305","1112","Lund","1999M01","15-74 years",1
"2306","1112","Lund","1999M02","15-74 years",1.2
"2307","1112","Lund","1999M03","15-74 years",0.8
"2308","1112","Lund","1999M04","15-74 years",0.8
"2309","1112","Lund","1999M05","15-74 years",0.8
"2310","1112","Lund","1999M06","15-74 years",0.9
"2311","1112","Lund","1999M07","15-74 years",1.6
"2312","1112","Lund","1999M08","15-74 years",1.3
"2313","1112","Lund","1999M09","15-74 years",0.9
"2314","1112","Lund","1999M10","15-74 years",0.8
"2315","1112","Lund","1999M11","15-74 years",1.1
"2316","1112","Lund","1999M12","15-74 years",0.9
"2317","1112","Lund","2000M01","15-74 years",1.6
"2318","1112","Lund","2000M02","15-74 years",1.8
"2319","1112","Lund","2000M03","15-74 years",1.6
"2320","1112","Lund","2000M04","15-74 years",1.6
"2321","1112","Lund","2000M05","15-74 years",1.6
"2322","1112","Lund","2000M06","15-74 years",2
"2323","1112","Lund","2000M07","15-74 years",2.3
"2324","1112","Lund","2000M08","15-74 years",1.9
"2325","1112","Lund","2000M09","15-74 years",1.5
"2326","1112","Lund","2000M10","15-74 years",1.4
"2327","1112","Lund","2000M11","15-74 years",1.6
"2328","1112","Lund","2000M12","15-74 years",1.8
"2329","1112","Lund","2001M01","15-74 years",2.1
"2330","1112","Lund","2001M02","15-74 years",1.7
"2331","1112","Lund","2001M03","15-74 years",1.5
"2332","1112","Lund","2001M04","15-74 years",1.1
"2333","1112","Lund","2001M05","15-74 years",1.3
"2334","1112","Lund","2001M06","15-74 years",1.5
"2335","1112","Lund","2001M07","15-74 years",2
"2336","1112","Lund","2001M08","15-74 years",1.6
"2337","1112","Lund","2001M09","15-74 years",1.8
"2338","1112","Lund","2001M10","15-74 years",1.5
"2339","1112","Lund","2001M11","15-74 years",2.1
"2340","1112","Lund","2001M12","15-74 years",1.9
"2341","1112","Lund","2002M01","15-74 years",2.1
"2342","1112","Lund","2002M02","15-74 years",1.5
"2343","1112","Lund","2002M03","15-74 years",1.7
"2344","1112","Lund","2002M04","15-74 years",1.4
"2345","1112","Lund","2002M05","15-74 years",1.2
"2346","1112","Lund","2002M06","15-74 years",1.1
"2347","1112","Lund","2002M07","15-74 years",1.8
"2348","1112","Lund","2002M08","15-74 years",1.8
"2349","1112","Lund","2002M09","15-74 years",1.8
"2350","1112","Lund","2002M10","15-74 years",1.6
"2351","1112","Lund","2002M11","15-74 years",1.8
"2352","1112","Lund","2002M12","15-74 years",1.5
"2353","1112","Lund","1999M01","15-29 years",1.7
"2354","1112","Lund","1999M02","15-29 years",1.5
"2355","1112","Lund","1999M03","15-29 years",1.5
"2356","1112","Lund","1999M04","15-29 years",1.3
"2357","1112","Lund","1999M05","15-29 years",1.7
"2358","1112","Lund","1999M06","15-29 years",1.5
"2359","1112","Lund","1999M07","15-29 years",2.1
"2360","1112","Lund","1999M08","15-29 years",1.9
"2361","1112","Lund","1999M09","15-29 years",1.3
"2362","1112","Lund","1999M10","15-29 years",1.1
"2363","1112","Lund","1999M11","15-29 years",1.3
"2364","1112","Lund","1999M12","15-29 years",1.3
"2365","1112","Lund","2000M01","15-29 years",1.5
"2366","1112","Lund","2000M02","15-29 years",2.6
"2367","1112","Lund","2000M03","15-29 years",1.7
"2368","1112","Lund","2000M04","15-29 years",2
"2369","1112","Lund","2000M05","15-29 years",2.6
"2370","1112","Lund","2000M06","15-29 years",3.5
"2371","1112","Lund","2000M07","15-29 years",3.5
"2372","1112","Lund","2000M08","15-29 years",2.6
"2373","1112","Lund","2000M09","15-29 years",1.7
"2374","1112","Lund","2000M10","15-29 years",2
"2375","1112","Lund","2000M11","15-29 years",2.2
"2376","1112","Lund","2000M12","15-29 years",2.4
"2377","1112","Lund","2001M01","15-29 years",3.1
"2378","1112","Lund","2001M02","15-29 years",2.9
"2379","1112","Lund","2001M03","15-29 years",2
"2380","1112","Lund","2001M04","15-29 years",2
"2381","1112","Lund","2001M05","15-29 years",2.4
"2382","1112","Lund","2001M06","15-29 years",2.4
"2383","1112","Lund","2001M07","15-29 years",3.3
"2384","1112","Lund","2001M08","15-29 years",2.2
"2385","1112","Lund","2001M09","15-29 years",2.6
"2386","1112","Lund","2001M10","15-29 years",1.5
"2387","1112","Lund","2001M11","15-29 years",3.1
"2388","1112","Lund","2001M12","15-29 years",2.9
"2389","1112","Lund","2002M01","15-29 years",3.5
"2390","1112","Lund","2002M02","15-29 years",2.8
"2391","1112","Lund","2002M03","15-29 years",3.3
"2392","1112","Lund","2002M04","15-29 years",2.6
"2393","1112","Lund","2002M05","15-29 years",2.6
"2394","1112","Lund","2002M06","15-29 years",2.1
"2395","1112","Lund","2002M07","15-29 years",3.3
"2396","1112","Lund","2002M08","15-29 years",3.5
"2397","1112","Lund","2002M09","15-29 years",3.3
"2398","1112","Lund","2002M10","15-29 years",2.4
"2399","1112","Lund","2002M11","15-29 years",3.8
"2400","1112","Lund","2002M12","15-29 years",2.6
"2401","1114","Bjerkreim","1999M01","15-74 years",0.8
"2402","1114","Bjerkreim","1999M02","15-74 years",1.4
"2403","1114","Bjerkreim","1999M03","15-74 years",0.8
"2404","1114","Bjerkreim","1999M04","15-74 years",1.1
"2405","1114","Bjerkreim","1999M05","15-74 years",0.7
"2406","1114","Bjerkreim","1999M06","15-74 years",0.8
"2407","1114","Bjerkreim","1999M07","15-74 years",0.8
"2408","1114","Bjerkreim","1999M08","15-74 years",0.9
"2409","1114","Bjerkreim","1999M09","15-74 years",1
"2410","1114","Bjerkreim","1999M10","15-74 years",0.4
"2411","1114","Bjerkreim","1999M11","15-74 years",0.6
"2412","1114","Bjerkreim","1999M12","15-74 years",0.9
"2413","1114","Bjerkreim","2000M01","15-74 years",1.4
"2414","1114","Bjerkreim","2000M02","15-74 years",1.3
"2415","1114","Bjerkreim","2000M03","15-74 years",1
"2416","1114","Bjerkreim","2000M04","15-74 years",1
"2417","1114","Bjerkreim","2000M05","15-74 years",1.1
"2418","1114","Bjerkreim","2000M06","15-74 years",1.7
"2419","1114","Bjerkreim","2000M07","15-74 years",1.4
"2420","1114","Bjerkreim","2000M08","15-74 years",1.7
"2421","1114","Bjerkreim","2000M09","15-74 years",1.5
"2422","1114","Bjerkreim","2000M10","15-74 years",1.4
"2423","1114","Bjerkreim","2000M11","15-74 years",1.5
"2424","1114","Bjerkreim","2000M12","15-74 years",1.4
"2425","1114","Bjerkreim","2001M01","15-74 years",1.4
"2426","1114","Bjerkreim","2001M02","15-74 years",1.4
"2427","1114","Bjerkreim","2001M03","15-74 years",1.1
"2428","1114","Bjerkreim","2001M04","15-74 years",1.2
"2429","1114","Bjerkreim","2001M05","15-74 years",1.1
"2430","1114","Bjerkreim","2001M06","15-74 years",1.3
"2431","1114","Bjerkreim","2001M07","15-74 years",1.5
"2432","1114","Bjerkreim","2001M08","15-74 years",1.2
"2433","1114","Bjerkreim","2001M09","15-74 years",1.3
"2434","1114","Bjerkreim","2001M10","15-74 years",1.1
"2435","1114","Bjerkreim","2001M11","15-74 years",1.3
"2436","1114","Bjerkreim","2001M12","15-74 years",1.2
"2437","1114","Bjerkreim","2002M01","15-74 years",1.3
"2438","1114","Bjerkreim","2002M02","15-74 years",1.1
"2439","1114","Bjerkreim","2002M03","15-74 years",1.2
"2440","1114","Bjerkreim","2002M04","15-74 years",1.1
"2441","1114","Bjerkreim","2002M05","15-74 years",1.1
"2442","1114","Bjerkreim","2002M06","15-74 years",1.1
"2443","1114","Bjerkreim","2002M07","15-74 years",1.1
"2444","1114","Bjerkreim","2002M08","15-74 years",1.5
"2445","1114","Bjerkreim","2002M09","15-74 years",1.2
"2446","1114","Bjerkreim","2002M10","15-74 years",1.4
"2447","1114","Bjerkreim","2002M11","15-74 years",1.7
"2448","1114","Bjerkreim","2002M12","15-74 years",1.8
"2449","1114","Bjerkreim","1999M01","15-29 years",1.5
"2450","1114","Bjerkreim","1999M02","15-29 years",1.9
"2451","1114","Bjerkreim","1999M03","15-29 years",1
"2452","1114","Bjerkreim","1999M04","15-29 years",2.2
"2453","1114","Bjerkreim","1999M05","15-29 years",1
"2454","1114","Bjerkreim","1999M06","15-29 years",1.2
"2455","1114","Bjerkreim","1999M07","15-29 years",1.2
"2456","1114","Bjerkreim","1999M08","15-29 years",1.2
"2457","1114","Bjerkreim","1999M09","15-29 years",1.2
"2458","1114","Bjerkreim","1999M10","15-29 years",0.5
"2459","1114","Bjerkreim","1999M11","15-29 years",0.5
"2460","1114","Bjerkreim","1999M12","15-29 years",1
"2461","1114","Bjerkreim","2000M01","15-29 years",2
"2462","1114","Bjerkreim","2000M02","15-29 years",1.7
"2463","1114","Bjerkreim","2000M03","15-29 years",1
"2464","1114","Bjerkreim","2000M04","15-29 years",0.5
"2465","1114","Bjerkreim","2000M05","15-29 years",1
"2466","1114","Bjerkreim","2000M06","15-29 years",2.5
"2467","1114","Bjerkreim","2000M07","15-29 years",2
"2468","1114","Bjerkreim","2000M08","15-29 years",2.5
"2469","1114","Bjerkreim","2000M09","15-29 years",2
"2470","1114","Bjerkreim","2000M10","15-29 years",2
"2471","1114","Bjerkreim","2000M11","15-29 years",2.5
"2472","1114","Bjerkreim","2000M12","15-29 years",2.7
"2473","1114","Bjerkreim","2001M01","15-29 years",3.4
"2474","1114","Bjerkreim","2001M02","15-29 years",2.5
"2475","1114","Bjerkreim","2001M03","15-29 years",2
"2476","1114","Bjerkreim","2001M04","15-29 years",1.7
"2477","1114","Bjerkreim","2001M05","15-29 years",1
"2478","1114","Bjerkreim","2001M06","15-29 years",2
"2479","1114","Bjerkreim","2001M07","15-29 years",2.2
"2480","1114","Bjerkreim","2001M08","15-29 years",1
"2481","1114","Bjerkreim","2001M09","15-29 years",1
"2482","1114","Bjerkreim","2001M10","15-29 years",0.2
"2483","1114","Bjerkreim","2001M11","15-29 years",0.7
"2484","1114","Bjerkreim","2001M12","15-29 years",1.2
"2485","1114","Bjerkreim","2002M01","15-29 years",1.5
"2486","1114","Bjerkreim","2002M02","15-29 years",1.7
"2487","1114","Bjerkreim","2002M03","15-29 years",1.5
"2488","1114","Bjerkreim","2002M04","15-29 years",0.7
"2489","1114","Bjerkreim","2002M05","15-29 years",1.2
"2490","1114","Bjerkreim","2002M06","15-29 years",1.5
"2491","1114","Bjerkreim","2002M07","15-29 years",1.7
"2492","1114","Bjerkreim","2002M08","15-29 years",2
"2493","1114","Bjerkreim","2002M09","15-29 years",1.5
"2494","1114","Bjerkreim","2002M10","15-29 years",1.5
"2495","1114","Bjerkreim","2002M11","15-29 years",2.2
"2496","1114","Bjerkreim","2002M12","15-29 years",1.7
"2497","1119","Hå","1999M01","15-74 years",1
"2498","1119","Hå","1999M02","15-74 years",0.9
"2499","1119","Hå","1999M03","15-74 years",1
"2500","1119","Hå","1999M04","15-74 years",0.9
"2501","1119","Hå","1999M05","15-74 years",0.8
"2502","1119","Hå","1999M06","15-74 years",0.9
"2503","1119","Hå","1999M07","15-74 years",1
"2504","1119","Hå","1999M08","15-74 years",1.2
"2505","1119","Hå","1999M09","15-74 years",1.1
"2506","1119","Hå","1999M10","15-74 years",1.2
"2507","1119","Hå","1999M11","15-74 years",1.2
"2508","1119","Hå","1999M12","15-74 years",1.3
"2509","1119","Hå","2000M01","15-74 years",1.5
"2510","1119","Hå","2000M02","15-74 years",1.4
"2511","1119","Hå","2000M03","15-74 years",1.3
"2512","1119","Hå","2000M04","15-74 years",1.4
"2513","1119","Hå","2000M05","15-74 years",1.3
"2514","1119","Hå","2000M06","15-74 years",1.7
"2515","1119","Hå","2000M07","15-74 years",1.8
"2516","1119","Hå","2000M08","15-74 years",1.8
"2517","1119","Hå","2000M09","15-74 years",1.9
"2518","1119","Hå","2000M10","15-74 years",2.4
"2519","1119","Hå","2000M11","15-74 years",2.3
"2520","1119","Hå","2000M12","15-74 years",2.1
"2521","1119","Hå","2001M01","15-74 years",2
"2522","1119","Hå","2001M02","15-74 years",1.6
"2523","1119","Hå","2001M03","15-74 years",1.7
"2524","1119","Hå","2001M04","15-74 years",1.4
"2525","1119","Hå","2001M05","15-74 years",1.3
"2526","1119","Hå","2001M06","15-74 years",1.2
"2527","1119","Hå","2001M07","15-74 years",1.4
"2528","1119","Hå","2001M08","15-74 years",1.4
"2529","1119","Hå","2001M09","15-74 years",1.3
"2530","1119","Hå","2001M10","15-74 years",1.2
"2531","1119","Hå","2001M11","15-74 years",1.3
"2532","1119","Hå","2001M12","15-74 years",1.3
"2533","1119","Hå","2002M01","15-74 years",1.7
"2534","1119","Hå","2002M02","15-74 years",1.5
"2535","1119","Hå","2002M03","15-74 years",1.4
"2536","1119","Hå","2002M04","15-74 years",1.4
"2537","1119","Hå","2002M05","15-74 years",1.2
"2538","1119","Hå","2002M06","15-74 years",1.3
"2539","1119","Hå","2002M07","15-74 years",1.6
"2540","1119","Hå","2002M08","15-74 years",1.7
"2541","1119","Hå","2002M09","15-74 years",1.8
"2542","1119","Hå","2002M10","15-74 years",1.7
"2543","1119","Hå","2002M11","15-74 years",1.4
"2544","1119","Hå","2002M12","15-74 years",1.6
"2545","1119","Hå","1999M01","15-29 years",1.2
"2546","1119","Hå","1999M02","15-29 years",1.1
"2547","1119","Hå","1999M03","15-29 years",1.4
"2548","1119","Hå","1999M04","15-29 years",1
"2549","1119","Hå","1999M05","15-29 years",0.9
"2550","1119","Hå","1999M06","15-29 years",1
"2551","1119","Hå","1999M07","15-29 years",1.5
"2552","1119","Hå","1999M08","15-29 years",1.9
"2553","1119","Hå","1999M09","15-29 years",1.9
"2554","1119","Hå","1999M10","15-29 years",1.7
"2555","1119","Hå","1999M11","15-29 years",1.5
"2556","1119","Hå","1999M12","15-29 years",1.8
"2557","1119","Hå","2000M01","15-29 years",2.2
"2558","1119","Hå","2000M02","15-29 years",1.8
"2559","1119","Hå","2000M03","15-29 years",1.5
"2560","1119","Hå","2000M04","15-29 years",1.8
"2561","1119","Hå","2000M05","15-29 years",1.4
"2562","1119","Hå","2000M06","15-29 years",2.4
"2563","1119","Hå","2000M07","15-29 years",2.9
"2564","1119","Hå","2000M08","15-29 years",2.6
"2565","1119","Hå","2000M09","15-29 years",2.6
"2566","1119","Hå","2000M10","15-29 years",3.4
"2567","1119","Hå","2000M11","15-29 years",3
"2568","1119","Hå","2000M12","15-29 years",2.9
"2569","1119","Hå","2001M01","15-29 years",3.2
"2570","1119","Hå","2001M02","15-29 years",2.3
"2571","1119","Hå","2001M03","15-29 years",2.3
"2572","1119","Hå","2001M04","15-29 years",2
"2573","1119","Hå","2001M05","15-29 years",1.8
"2574","1119","Hå","2001M06","15-29 years",1.6
"2575","1119","Hå","2001M07","15-29 years",1.7
"2576","1119","Hå","2001M08","15-29 years",1.5
"2577","1119","Hå","2001M09","15-29 years",1.9
"2578","1119","Hå","2001M10","15-29 years",1.8
"2579","1119","Hå","2001M11","15-29 years",1.8
"2580","1119","Hå","2001M12","15-29 years",1.7
"2581","1119","Hå","2002M01","15-29 years",2.5
"2582","1119","Hå","2002M02","15-29 years",2.3
"2583","1119","Hå","2002M03","15-29 years",2
"2584","1119","Hå","2002M04","15-29 years",1.8
"2585","1119","Hå","2002M05","15-29 years",1.5
"2586","1119","Hå","2002M06","15-29 years",1.9
"2587","1119","Hå","2002M07","15-29 years",2.2
"2588","1119","Hå","2002M08","15-29 years",2.7
"2589","1119","Hå","2002M09","15-29 years",3.1
"2590","1119","Hå","2002M10","15-29 years",2.8
"2591","1119","Hå","2002M11","15-29 years",2.1
"2592","1119","Hå","2002M12","15-29 years",2.3
"2593","1120","Klepp","1999M01","15-74 years",1.3
"2594","1120","Klepp","1999M02","15-74 years",1.3
"2595","1120","Klepp","1999M03","15-74 years",1
"2596","1120","Klepp","1999M04","15-74 years",1.2
"2597","1120","Klepp","1999M05","15-74 years",1.1
"2598","1120","Klepp","1999M06","15-74 years",1.2
"2599","1120","Klepp","1999M07","15-74 years",1.5
"2600","1120","Klepp","1999M08","15-74 years",1.3
"2601","1120","Klepp","1999M09","15-74 years",1.2
"2602","1120","Klepp","1999M10","15-74 years",1.3
"2603","1120","Klepp","1999M11","15-74 years",1.3
"2604","1120","Klepp","1999M12","15-74 years",1.4
"2605","1120","Klepp","2000M01","15-74 years",1.7
"2606","1120","Klepp","2000M02","15-74 years",1.7
"2607","1120","Klepp","2000M03","15-74 years",1.6
"2608","1120","Klepp","2000M04","15-74 years",1.4
"2609","1120","Klepp","2000M05","15-74 years",1.5
"2610","1120","Klepp","2000M06","15-74 years",1.8
"2611","1120","Klepp","2000M07","15-74 years",1.7
"2612","1120","Klepp","2000M08","15-74 years",2
"2613","1120","Klepp","2000M09","15-74 years",1.9
"2614","1120","Klepp","2000M10","15-74 years",2
"2615","1120","Klepp","2000M11","15-74 years",3.7
"2616","1120","Klepp","2000M12","15-74 years",3.2
"2617","1120","Klepp","2001M01","15-74 years",2.4
"2618","1120","Klepp","2001M02","15-74 years",2
"2619","1120","Klepp","2001M03","15-74 years",1.9
"2620","1120","Klepp","2001M04","15-74 years",1.5
"2621","1120","Klepp","2001M05","15-74 years",1.4
"2622","1120","Klepp","2001M06","15-74 years",1.4
"2623","1120","Klepp","2001M07","15-74 years",1.7
"2624","1120","Klepp","2001M08","15-74 years",1.8
"2625","1120","Klepp","2001M09","15-74 years",1.6
"2626","1120","Klepp","2001M10","15-74 years",1.7
"2627","1120","Klepp","2001M11","15-74 years",2
"2628","1120","Klepp","2001M12","15-74 years",2
"2629","1120","Klepp","2002M01","15-74 years",2.3
"2630","1120","Klepp","2002M02","15-74 years",2.1
"2631","1120","Klepp","2002M03","15-74 years",2.2
"2632","1120","Klepp","2002M04","15-74 years",2
"2633","1120","Klepp","2002M05","15-74 years",1.8
"2634","1120","Klepp","2002M06","15-74 years",1.9
"2635","1120","Klepp","2002M07","15-74 years",2.1
"2636","1120","Klepp","2002M08","15-74 years",2.1
"2637","1120","Klepp","2002M09","15-74 years",2.1
"2638","1120","Klepp","2002M10","15-74 years",2
"2639","1120","Klepp","2002M11","15-74 years",1.9
"2640","1120","Klepp","2002M12","15-74 years",2
"2641","1120","Klepp","1999M01","15-29 years",2.5
"2642","1120","Klepp","1999M02","15-29 years",2.2
"2643","1120","Klepp","1999M03","15-29 years",1.5
"2644","1120","Klepp","1999M04","15-29 years",2
"2645","1120","Klepp","1999M05","15-29 years",1.4
"2646","1120","Klepp","1999M06","15-29 years",1.9
"2647","1120","Klepp","1999M07","15-29 years",2.3
"2648","1120","Klepp","1999M08","15-29 years",2.2
"2649","1120","Klepp","1999M09","15-29 years",1.9
"2650","1120","Klepp","1999M10","15-29 years",2
"2651","1120","Klepp","1999M11","15-29 years",2
"2652","1120","Klepp","1999M12","15-29 years",2.2
"2653","1120","Klepp","2000M01","15-29 years",2.6
"2654","1120","Klepp","2000M02","15-29 years",2.4
"2655","1120","Klepp","2000M03","15-29 years",2
"2656","1120","Klepp","2000M04","15-29 years",2.1
"2657","1120","Klepp","2000M05","15-29 years",2.1
"2658","1120","Klepp","2000M06","15-29 years",2.5
"2659","1120","Klepp","2000M07","15-29 years",2.5
"2660","1120","Klepp","2000M08","15-29 years",2.8
"2661","1120","Klepp","2000M09","15-29 years",1.8
"2662","1120","Klepp","2000M10","15-29 years",2.6
"2663","1120","Klepp","2000M11","15-29 years",3.4
"2664","1120","Klepp","2000M12","15-29 years",3.2
"2665","1120","Klepp","2001M01","15-29 years",3.2
"2666","1120","Klepp","2001M02","15-29 years",2.9
"2667","1120","Klepp","2001M03","15-29 years",2.4
"2668","1120","Klepp","2001M04","15-29 years",1.9
"2669","1120","Klepp","2001M05","15-29 years",1.7
"2670","1120","Klepp","2001M06","15-29 years",1.9
"2671","1120","Klepp","2001M07","15-29 years",2.2
"2672","1120","Klepp","2001M08","15-29 years",2.7
"2673","1120","Klepp","2001M09","15-29 years",2.1
"2674","1120","Klepp","2001M10","15-29 years",2.5
"2675","1120","Klepp","2001M11","15-29 years",2.8
"2676","1120","Klepp","2001M12","15-29 years",2.7
"2677","1120","Klepp","2002M01","15-29 years",3.8
"2678","1120","Klepp","2002M02","15-29 years",3.5
"2679","1120","Klepp","2002M03","15-29 years",3.5
"2680","1120","Klepp","2002M04","15-29 years",3.1
"2681","1120","Klepp","2002M05","15-29 years",2.9
"2682","1120","Klepp","2002M06","15-29 years",2.9
"2683","1120","Klepp","2002M07","15-29 years",2.9
"2684","1120","Klepp","2002M08","15-29 years",3
"2685","1120","Klepp","2002M09","15-29 years",2.9
"2686","1120","Klepp","2002M10","15-29 years",2.6
"2687","1120","Klepp","2002M11","15-29 years",2.6
"2688","1120","Klepp","2002M12","15-29 years",2.9
"2689","1121","Time","1999M01","15-74 years",1.3
"2690","1121","Time","1999M02","15-74 years",1.3
